ano_agricola,dsc_safra_previsao,uf,produto,id_produto,dsc_levantamento,id_levantamento,area_plantada_mil_ha,producao_mil_t,producao_acucar_mil_t,producao_etanol_anidro_mil_l,producao_etanol_hidratado_mil_l,producao_etanol_total_mil_l,produtcao_atr_kg_t,produtividade_t_ha,etanol_mil_m3,regiao
2025/26,UNICA,GO,CANA DE ACUCAR,4238,3º LEV,3,1027.9,80426.1,2793.0,1250067.3,3586577.8,4836645.1,133.8,78.24,4836.65,Centro-Oeste
2025/26,UNICA,MA,CANA DE ACUCAR,4238,3º LEV,3,30.9,2161.8,24.5,139931.0,22860.0,162791.0,135.5,69.96,162.79,Nordeste
2025/26,UNICA,MG,CANA DE ACUCAR,4238,3º LEV,3,1036.5,79646.3,5653.5,1228081.0,1573278.5,2801359.6,132.6,76.84,2801.36,Sudeste
2025/26,UNICA,MS,CANA DE ACUCAR,4238,3º LEV,3,715.9,52381.8,2504.8,956269.1,1806300.6,2762569.7,132.2,73.17,2762.57,Centro-Oeste
2025/26,UNICA,MT,CANA DE ACUCAR,4238,3º LEV,3,217.1,18222.5,605.7,424429.2,741435.2,1165864.3,132.8,83.94,1165.86,Centro-Oeste
2025/26,UNICA,PA,CANA DE ACUCAR,4238,3º LEV,3,17.8,1489.3,82.7,41941.0,13597.0,55538.0,130.0,83.67,55.54,Norte
2025/26,UNICA,PB,CANA DE ACUCAR,4238,3º LEV,3,126.0,7249.8,320.6,151954.0,206603.0,358557.0,124.5,57.54,358.56,Nordeste
2025/26,UNICA,PE,CANA DE ACUCAR,4238,3º LEV,3,234.5,13800.5,1063.2,130523.0,209536.0,340059.0,131.3,58.85,340.06,Nordeste
2025/26,UNICA,PI,CANA DE ACUCAR,4238,3º LEV,3,20.6,1038.6,111.1,11520.3,19217.7,30738.0,131.0,50.42,30.74,Nordeste
2025/26,UNICA,PR,CANA DE ACUCAR,4238,3º LEV,3,499.7,36198.2,2859.0,545614.2,628503.9,1174118.2,131.5,72.44,1174.12,Sul
2025/26,UNICA,RJ,CANA DE ACUCAR,4238,3º LEV,3,34.4,1694.0,22.4,0.0,105300.0,105300.0,113.4,49.24,105.3,Sudeste
2025/26,UNICA,RN,CANA DE ACUCAR,4238,3º LEV,3,81.6,4092.8,251.4,18878.0,125112.0,143990.0,130.5,50.16,143.99,Nordeste
2025/26,UNICA,SE,CANA DE ACUCAR,4238,3º LEV,3,44.5,2122.8,119.7,14700.0,82386.0,97086.0,130.0,47.7,97.09,Nordeste
2025/26,UNICA,SP,CANA DE ACUCAR,4238,3º LEV,3,4425.4,335312.8,26701.7,5060985.4,6382231.6,11443217.0,134.9,75.77,11443.22,Sudeste
2025/26,UNICA,TO,CANA DE ACUCAR,4238,3º LEV,3,31.6,2186.3,0.0,80035.3,85504.1,165539.4,128.0,69.19,165.54,Norte
