ano_agricola,dsc_safra_previsao,uf,produto,id_produto,dsc_levantamento,id_levantamento,area_plantada_mil_ha,producao_mil_t,producao_acucar_mil_t,producao_etanol_anidro_mil_l,producao_etanol_hidratado_mil_l,producao_etanol_total_mil_l,produtcao_atr_kg_t
2019/20,UNICA,RJ,CANA DE ACUCAR,4238,4º LEV,4,29.2,845.8,4.4,0.0,57374.0,57374.0,120.1
2019/20,UNICA,RJ,CANA DE ACUCAR,4238,LEVANT,99,29.2,845.8,4.4,0.0,57374.0,57374.0,120.1
2019/20,UNICA,RN,CANA DE ACUCAR,4238,1º LEV,1,53.7,2568.5,115.8,15964.0,96253.2,112217.2,121.7
2019/20,UNICA,RN,CANA DE ACUCAR,4238,2º LEV,2,53.8,2572.3,115.8,15964.0,96253.2,112217.2,121.5
2019/20,UNICA,RN,CANA DE ACUCAR,4238,3º LEV,3,55.2,2749.6,153.1,31099.0,81266.0,112365.0,128.4
2019/20,UNICA,RN,CANA DE ACUCAR,4238,4º LEV,4,55.2,2781.4,137.4,22863.0,101535.0,124398.0,128.1
2019/20,UNICA,RN,CANA DE ACUCAR,4238,LEVANT,99,55.2,2781.4,137.4,22863.0,101535.0,124398.0,128.1
2019/20,UNICA,RO,CANA DE ACUCAR,4238,1º LEV,1,1.3,52.1,0.0,0.0,2100.0,2100.0,68.2
2019/20,UNICA,RO,CANA DE ACUCAR,4238,2º LEV,2,1.3,52.1,0.0,0.0,7900.0,7900.0,68.2
2019/20,UNICA,RO,CANA DE ACUCAR,4238,LEVANT,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/20,UNICA,RS,CANA DE ACUCAR,4238,1º LEV,1,0.9,42.5,0.0,0.0,3200.0,3200.0,127.3
2019/20,UNICA,RS,CANA DE ACUCAR,4238,2º LEV,2,0.9,42.5,0.0,0.0,3200.0,3200.0,127.3
2019/20,UNICA,RS,CANA DE ACUCAR,4238,3º LEV,3,0.7,32.3,0.0,0.0,1712.0,1712.0,89.6
2019/20,UNICA,RS,CANA DE ACUCAR,4238,4º LEV,4,0.7,31.0,0.0,0.0,1638.0,1638.0,89.5
2019/20,UNICA,RS,CANA DE ACUCAR,4238,LEVANT,99,0.7,31.0,0.0,0.0,1638.0,1638.0,89.5
2019/20,UNICA,SE,CANA DE ACUCAR,4238,1º LEV,1,39.9,2031.9,75.6,23799.8,84584.4,108384.2,130.1
2019/20,UNICA,SE,CANA DE ACUCAR,4238,2º LEV,2,36.7,1868.0,75.6,23799.8,84584.4,108384.2,141.5
2019/20,UNICA,SE,CANA DE ACUCAR,4238,3º LEV,3,37.9,2086.9,82.1,20490.0,91116.0,111606.0,132.5
2019/20,UNICA,SE,CANA DE ACUCAR,4238,4º LEV,4,36.7,1947.5,82.2,21997.0,89166.0,111163.0,141.6
2019/20,UNICA,SE,CANA DE ACUCAR,4238,LEVANT,99,36.7,1947.5,82.2,21997.0,89166.0,111163.0,141.6
2019/20,UNICA,SP,CANA DE ACUCAR,4238,1º LEV,1,4244.7,323416.4,20062.3,5790012.5,8103482.6,13893495.0,139.1
2019/20,UNICA,SP,CANA DE ACUCAR,4238,2º LEV,2,4213.7,325542.8,20062.3,5790012.5,8121133.6,13911146.0,138.2
2019/20,UNICA,SP,CANA DE ACUCAR,4238,3º LEV,3,4302.2,340871.6,18866.8,5670946.3,10753752.7,16424699.0,140.7
2019/20,UNICA,SP,CANA DE ACUCAR,4238,4º LEV,4,4302.2,342614.3,18437.2,5661866.0,10845085.0,16506951.0,139.1
2019/20,UNICA,SP,CANA DE ACUCAR,4238,LEVANT,99,4302.2,342614.3,18437.2,5661866.0,10827520.0,16489386.0,139.1
2019/20,UNICA,TO,CANA DE ACUCAR,4238,1º LEV,1,27.5,2122.5,0.0,102602.3,79080.9,181683.2,148.3
2019/20,UNICA,TO,CANA DE ACUCAR,4238,2º LEV,2,27.8,2144.8,0.0,83575.0,79475.0,163050.0,131.4
2019/20,UNICA,TO,CANA DE ACUCAR,4238,3º LEV,3,28.2,2219.5,0.0,83887.1,86939.7,170826.8,133.0
2019/20,UNICA,TO,CANA DE ACUCAR,4238,4º LEV,4,27.7,2237.2,0.0,81536.0,84834.0,166370.0,128.5
2019/20,UNICA,TO,CANA DE ACUCAR,4238,LEVANT,99,27.7,2237.2,0.0,81536.0,84834.0,166370.0,128.5
2020/21,UNICA,AL,CANA DE ACUCAR,4238,1º LEV,1,295.2,17598.7,1651.7,168120.7,163996.0,332116.6,131.1
2020/21,UNICA,AL,CANA DE ACUCAR,4238,2º LEV,2,300.8,18393.1,1817.2,182508.1,130360.9,312869.0,133.2
2020/21,UNICA,AL,CANA DE ACUCAR,4238,3º LEV,3,299.0,18134.6,1505.3,213447.0,223186.0,436633.0,128.7
2020/21,UNICA,AL,CANA DE ACUCAR,4238,4º LEV,4,285.0,17046.8,1415.6,189696.0,233069.0,422765.0,130.8
2020/21,UNICA,AL,CANA DE ACUCAR,4238,LEVANT,99,298.4,17003.0,1436.1,189696.0,233069.0,422765.0,131.5
2020/21,UNICA,AM,CANA DE ACUCAR,4238,1º LEV,1,3.7,315.7,12.6,0.0,10432.9,10432.9,97.7
2020/21,UNICA,AM,CANA DE ACUCAR,4238,2º LEV,2,3.7,315.9,7.4,0.0,13151.0,13151.0,95.0
2020/21,UNICA,AM,CANA DE ACUCAR,4238,3º LEV,3,3.7,290.4,11.5,0.0,9134.0,9134.0,94.8
2020/21,UNICA,AM,CANA DE ACUCAR,4238,4º LEV,4,3.7,303.3,22.2,0.0,9009.0,9009.0,95.4
2020/21,UNICA,AM,CANA DE ACUCAR,4238,LEVANT,99,3.7,281.5,10.9,0.0,9009.0,9009.0,94.9
2020/21,UNICA,BA,CANA DE ACUCAR,4238,1º LEV,1,51.8,4130.7,107.9,84919.0,177949.4,262868.4,136.6
2020/21,UNICA,BA,CANA DE ACUCAR,4238,2º LEV,2,51.0,4469.2,160.7,96325.3,160701.1,257026.3,136.6
2020/21,UNICA,BA,CANA DE ACUCAR,4238,3º LEV,3,50.3,4733.4,143.0,125000.0,165500.0,290500.0,137.5
2020/21,UNICA,BA,CANA DE ACUCAR,4238,4º LEV,4,57.0,5131.8,139.1,117022.0,156524.0,273546.0,135.3
2020/21,UNICA,BA,CANA DE ACUCAR,4238,LEVANT,99,50.4,4459.9,134.2,117022.0,156524.0,273546.0,137.2
2020/21,UNICA,ES,CANA DE ACUCAR,4238,1º LEV,1,48.7,2652.3,120.9,89961.1,26838.7,116799.8,124.8
2020/21,UNICA,ES,CANA DE ACUCAR,4238,2º LEV,2,49.0,2879.6,127.4,82299.4,42893.3,125192.7,122.1
2020/21,UNICA,ES,CANA DE ACUCAR,4238,3º LEV,3,46.8,2672.5,135.5,67020.5,41190.0,108210.5,123.5
2020/21,UNICA,ES,CANA DE ACUCAR,4238,4º LEV,4,46.5,2845.0,144.4,70903.0,40433.0,111336.0,122.1
2020/21,UNICA,ES,CANA DE ACUCAR,4238,LEVANT,99,46.9,2655.2,137.2,70903.0,40433.0,111336.0,127.1
2020/21,UNICA,GO,CANA DE ACUCAR,4238,1º LEV,1,964.3,75785.8,2404.4,980891.9,4350160.7,5331052.6,141.8
2020/21,UNICA,GO,CANA DE ACUCAR,4238,2º LEV,2,965.9,77343.1,2736.9,946920.9,4308801.0,5255721.8,141.8
2020/21,UNICA,GO,CANA DE ACUCAR,4238,3º LEV,3,974.4,75803.7,2537.2,870128.3,3790607.0,4660735.3,140.0
2020/21,UNICA,GO,CANA DE ACUCAR,4238,4º LEV,4,960.9,73362.6,2438.6,881689.0,3864977.0,4746666.0,142.6
2020/21,UNICA,GO,CANA DE ACUCAR,4238,LEVANT,99,971.6,74039.9,2319.1,881689.0,3864977.0,4746666.0,142.2
2020/21,UNICA,MA,CANA DE ACUCAR,4238,1º LEV,1,35.1,2119.6,27.4,118891.7,31291.4,150183.1,137.6
2020/21,UNICA,MA,CANA DE ACUCAR,4238,2º LEV,2,34.9,2522.1,32.0,159377.2,18955.4,178332.6,137.6
2020/21,UNICA,MA,CANA DE ACUCAR,4238,3º LEV,3,34.7,2640.9,16.7,165718.3,26686.0,192404.3,134.5
2020/21,UNICA,MA,CANA DE ACUCAR,4238,4º LEV,4,34.6,2250.1,27.0,162468.0,15726.0,178194.0,136.2
2020/21,UNICA,MA,CANA DE ACUCAR,4238,LEVANT,99,33.1,2427.4,15.0,162468.0,15726.0,178194.0,135.6
2020/21,UNICA,MG,CANA DE ACUCAR,4238,1º LEV,1,855.1,65704.7,4022.0,977204.5,1818332.2,2795536.7,137.3
2020/21,UNICA,MG,CANA DE ACUCAR,4238,2º LEV,2,862.4,72105.0,4719.4,887352.0,2050174.8,2937526.8,138.5
2020/21,UNICA,MG,CANA DE ACUCAR,4238,3º LEV,3,856.6,70320.8,4700.3,911558.1,2156919.4,3068477.5,144.9
2020/21,UNICA,MG,CANA DE ACUCAR,4238,4º LEV,4,868.7,71359.3,4513.9,911749.0,2159728.0,3071477.0,139.8
2020/21,UNICA,MG,CANA DE ACUCAR,4238,LEVANT,99,854.2,70565.8,4714.9,911749.0,2159728.0,3071477.0,144.7
2020/21,UNICA,MS,CANA DE ACUCAR,4238,1º LEV,1,618.0,46158.7,1057.3,547416.6,2395343.5,2942760.1,132.7
2020/21,UNICA,MS,CANA DE ACUCAR,4238,2º LEV,2,630.5,46302.2,1257.7,521867.1,2188745.1,2710612.1,128.3
2020/21,UNICA,MS,CANA DE ACUCAR,4238,3º LEV,3,638.5,47224.3,1792.9,667663.0,2165514.9,2833178.0,142.4
2020/21,UNICA,MS,CANA DE ACUCAR,4238,4º LEV,4,646.1,48628.5,1322.4,655169.0,2214263.0,2869432.0,132.5
2020/21,UNICA,MS,CANA DE ACUCAR,4238,LEVANT,99,637.2,48991.7,1847.5,655169.0,2214263.0,2869432.0,139.6
2020/21,UNICA,MT,CANA DE ACUCAR,4238,1º LEV,1,215.2,16969.0,496.1,987398.5,2147036.5,3134435.0,140.3
2020/21,UNICA,MT,CANA DE ACUCAR,4238,2º LEV,2,215.4,16993.9,408.1,1058135.8,2146603.9,3204739.7,141.6
2020/21,UNICA,MT,CANA DE ACUCAR,4238,3º LEV,3,214.6,16731.6,490.0,383133.0,702452.0,1085585.0,142.2
2020/21,UNICA,MT,CANA DE ACUCAR,4238,4º LEV,4,202.3,15558.4,409.0,383133.0,789738.2,1172871.2,146.2
2020/21,UNICA,MT,CANA DE ACUCAR,4238,LEVANT,99,214.6,16773.2,484.4,383133.0,789738.2,1172871.2,150.3
2020/21,UNICA,PA,CANA DE ACUCAR,4238,1º LEV,1,14.5,1051.5,62.8,35284.5,7750.7,43035.2,134.3
2020/21,UNICA,PA,CANA DE ACUCAR,4238,2º LEV,2,13.7,1082.8,64.8,34994.0,7870.0,42864.0,132.2
2020/21,UNICA,PA,CANA DE ACUCAR,4238,3º LEV,3,14.5,1094.8,56.9,39371.0,11165.0,50536.0,135.3
2020/21,UNICA,PA,CANA DE ACUCAR,4238,4º LEV,4,14.3,1141.6,62.8,38676.0,11724.0,50400.0,131.1
2020/21,UNICA,PA,CANA DE ACUCAR,4238,LEVANT,99,13.8,1036.4,50.9,38676.0,11724.0,50400.0,136.6
2020/21,UNICA,PB,CANA DE ACUCAR,4238,1º LEV,1,126.0,6188.6,129.7,195025.7,212421.7,407447.4,135.7
2020/21,UNICA,PB,CANA DE ACUCAR,4238,2º LEV,2,123.1,6772.6,147.1,220245.7,222248.6,442494.3,135.7
2020/21,UNICA,PB,CANA DE ACUCAR,4238,3º LEV,3,119.8,6726.5,131.1,215393.8,228685.0,444078.8,134.5
2020/21,UNICA,PB,CANA DE ACUCAR,4238,4º LEV,4,120.9,6502.9,133.9,180028.0,226054.0,406082.0,134.1
2020/21,UNICA,PB,CANA DE ACUCAR,4238,LEVANT,99,118.3,6242.1,143.8,180028.0,226054.0,406082.0,136.3
2020/21,UNICA,PE,CANA DE ACUCAR,4238,1º LEV,1,234.4,12114.5,1046.8,42530.6,254558.2,297088.9,132.4
2020/21,UNICA,PE,CANA DE ACUCAR,4238,2º LEV,2,231.1,12499.6,1057.5,39633.5,266496.8,306130.3,130.4
2020/21,UNICA,PE,CANA DE ACUCAR,4238,3º LEV,3,230.8,12314.3,912.8,113742.0,233750.0,347492.0,126.2
2020/21,UNICA,PE,CANA DE ACUCAR,4238,4º LEV,4,220.6,11970.2,928.4,103092.0,254787.0,357879.0,129.1
2020/21,UNICA,PE,CANA DE ACUCAR,4238,LEVANT,99,233.0,11827.4,872.9,103092.0,254787.0,357879.0,129.3
2020/21,UNICA,PI,CANA DE ACUCAR,4238,1º LEV,1,20.1,1278.4,112.2,9398.3,18635.9,28034.2,129.8
2020/21,UNICA,PI,CANA DE ACUCAR,4238,2º LEV,2,20.1,1299.7,83.1,17666.0,32808.0,50474.0,133.8
2020/21,UNICA,PI,CANA DE ACUCAR,4238,3º LEV,3,20.1,1177.3,81.7,28136.0,10475.0,38611.0,130.1
2020/21,UNICA,PI,CANA DE ACUCAR,4238,4º LEV,4,20.8,1246.1,85.5,28135.0,10473.0,38608.0,131.5
2020/21,UNICA,PI,CANA DE ACUCAR,4238,LEVANT,99,20.1,1177.3,81.7,28135.0,10473.0,38608.0,130.1
2020/21,UNICA,PR,CANA DE ACUCAR,4238,1º LEV,1,517.0,33277.3,2234.8,647770.3,893350.9,1541121.2,144.3
2020/21,UNICA,PR,CANA DE ACUCAR,4238,2º LEV,2,520.4,34170.5,2593.3,656199.3,769148.4,1425347.7,145.9
2020/21,UNICA,PR,CANA DE ACUCAR,4238,3º LEV,3,516.6,34446.0,2590.0,568172.8,705108.4,1273281.2,142.6
2020/21,UNICA,PR,CANA DE ACUCAR,4238,4º LEV,4,507.9,35027.0,2541.5,455264.0,717403.0,1172667.0,140.9
2020/21,UNICA,PR,CANA DE ACUCAR,4238,LEVANT,99,522.9,31961.6,2619.2,455264.0,717403.0,1172667.0,139.5
2020/21,UNICA,RJ,CANA DE ACUCAR,4238,1º LEV,1,29.2,1171.2,23.2,0.0,64482.8,64482.8,113.9
2020/21,UNICA,RJ,CANA DE ACUCAR,4238,2º LEV,2,32.7,1897.0,40.7,0.0,107703.7,107703.7,118.5
2020/21,UNICA,RJ,CANA DE ACUCAR,4238,3º LEV,3,32.3,1934.2,8.9,0.0,137300.0,137300.0,124.9
2020/21,UNICA,RJ,CANA DE ACUCAR,4238,4º LEV,4,32.4,1240.5,26.4,0.0,74305.0,74305.0,122.4
2020/21,UNICA,RJ,CANA DE ACUCAR,4238,LEVANT,99,32.7,1083.3,8.2,0.0,74305.0,74305.0,124.0
2020/21,UNICA,RN,CANA DE ACUCAR,4238,1º LEV,1,59.2,2845.1,181.9,32165.7,67888.8,100054.6,127.4
2020/21,UNICA,RN,CANA DE ACUCAR,4238,2º LEV,2,57.9,2983.0,191.8,15027.0,96413.0,111440.0,131.0
2020/21,UNICA,RN,CANA DE ACUCAR,4238,3º LEV,3,57.5,2952.1,175.8,36018.0,68420.0,104438.0,123.2
2020/21,UNICA,RN,CANA DE ACUCAR,4238,4º LEV,4,63.9,3125.7,187.1,31337.0,86270.0,117607.0,131.1
2020/21,UNICA,RN,CANA DE ACUCAR,4238,LEVANT,99,57.7,3067.8,173.6,31337.0,86270.0,117607.0,125.0
2020/21,UNICA,RS,CANA DE ACUCAR,4238,1º LEV,1,0.5,20.7,0.0,0.0,1135.2,1135.2,92.8
2020/21,UNICA,RS,CANA DE ACUCAR,4238,2º LEV,2,0.7,29.7,0.0,0.0,1628.8,1628.8,92.8
2020/21,UNICA,RS,CANA DE ACUCAR,4238,3º LEV,3,0.7,29.7,0.0,0.0,1628.8,1628.8,92.8
2020/21,UNICA,RS,CANA DE ACUCAR,4238,4º LEV,4,0.7,29.7,0.0,0.0,1628.8,1628.8,93.2
2020/21,UNICA,RS,CANA DE ACUCAR,4238,LEVANT,99,0.7,29.7,0.0,0.0,1628.8,1628.8,92.8
2020/21,UNICA,SE,CANA DE ACUCAR,4238,1º LEV,1,39.5,2081.8,113.2,8287.7,93402.5,101690.2,140.0
2020/21,UNICA,SE,CANA DE ACUCAR,4238,2º LEV,2,38.7,2202.6,118.3,9835.5,98671.8,108507.3,140.0
2020/21,UNICA,SE,CANA DE ACUCAR,4238,3º LEV,3,38.7,2202.6,165.5,21317.2,46206.1,67523.3,131.4
2020/21,UNICA,SE,CANA DE ACUCAR,4238,4º LEV,4,42.4,2459.3,121.2,21119.0,86627.0,107746.0,133.8
2020/21,UNICA,SE,CANA DE ACUCAR,4238,LEVANT,99,38.7,2243.6,117.6,21119.0,86627.0,107746.0,136.9
2020/21,UNICA,SP,CANA DE ACUCAR,4238,1º LEV,1,4250.6,337058.1,21489.8,4915235.7,9236098.3,14151333.9,138.9
2020/21,UNICA,SP,CANA DE ACUCAR,4238,2º LEV,2,4230.0,335554.5,23772.1,4129417.0,8653391.8,12782808.7,139.6
2020/21,UNICA,SP,CANA DE ACUCAR,4238,3º LEV,3,4427.0,361492.5,26389.3,5039492.2,9464415.2,14503907.4,145.5
2020/21,UNICA,SP,CANA DE ACUCAR,4238,4º LEV,4,4266.4,326749.6,24381.2,5005270.0,9382984.0,14388254.0,139.7
2020/21,UNICA,SP,CANA DE ACUCAR,4238,LEVANT,99,4444.2,354288.4,26087.1,5005270.0,9382984.0,14388254.0,147.0
2020/21,UNICA,TO,CANA DE ACUCAR,4238,1º LEV,1,28.4,2179.6,0.0,95707.8,74372.8,170080.5,135.2
2020/21,UNICA,TO,CANA DE ACUCAR,4238,2º LEV,2,27.9,2253.7,0.0,97874.8,82513.5,180388.3,138.6
2020/21,UNICA,TO,CANA DE ACUCAR,4238,3º LEV,3,28.3,2182.8,0.0,87062.0,89329.0,176391.0,139.6
2020/21,UNICA,TO,CANA DE ACUCAR,4238,4º LEV,4,27.7,2159.3,0.0,87062.0,88888.0,175950.0,137.2
2020/21,UNICA,TO,CANA DE ACUCAR,4238,LEVANT,99,28.2,2171.0,0.0,87062.0,88888.0,175950.0,140.0
2021/22,UNICA,AL,CANA DE ACUCAR,4238,1º LEV,1,285.0,17046.8,1415.6,207306.1,223620.6,430926.7,130.8
2021/22,UNICA,AL,CANA DE ACUCAR,4238,2º LEV,2,285.3,18010.6,1440.0,207625.0,206525.0,414150.0,123.7
2021/22,UNICA,AL,CANA DE ACUCAR,4238,3º LEV,3,274.9,17485.7,1868.6,109389.5,83755.5,193145.0,131.3
2021/22,UNICA,AL,CANA DE ACUCAR,4238,4º LEV,4,307.7,19199.9,1376.6,197147.0,233385.0,430532.0,113.9
2021/22,UNICA,AM,CANA DE ACUCAR,4238,1º LEV,1,3.7,303.3,22.2,0.0,3366.5,3366.5,95.4
2021/22,UNICA,AM,CANA DE ACUCAR,4238,2º LEV,2,3.7,301.4,16.8,0.0,5939.0,5939.0,91.9
2021/22,UNICA,AM,CANA DE ACUCAR,4238,3º LEV,3,3.8,301.4,15.1,0.0,7201.0,7201.0,92.9
2021/22,UNICA,AM,CANA DE ACUCAR,4238,4º LEV,4,3.7,306.3,14.7,0.0,7697.0,7697.0,92.7
2021/22,UNICA,BA,CANA DE ACUCAR,4238,1º LEV,1,57.0,5131.8,139.1,97034.1,222898.4,319932.5,135.3
2021/22,UNICA,BA,CANA DE ACUCAR,4238,2º LEV,2,57.3,4801.7,143.0,116320.0,188773.0,305093.0,140.5
2021/22,UNICA,BA,CANA DE ACUCAR,4238,3º LEV,3,57.1,4640.3,120.0,119369.9,194412.3,313782.2,143.4
2021/22,UNICA,BA,CANA DE ACUCAR,4238,4º LEV,4,57.0,4654.1,129.6,121002.0,192890.0,313892.0,145.2
2021/22,UNICA,ES,CANA DE ACUCAR,4238,1º LEV,1,46.5,2845.0,144.4,98144.9,13254.7,111399.6,122.1
2021/22,UNICA,ES,CANA DE ACUCAR,4238,2º LEV,2,46.5,2830.5,148.0,100561.0,13581.0,114142.0,125.7
2021/22,UNICA,ES,CANA DE ACUCAR,4238,3º LEV,3,46.5,2653.9,129.6,82179.0,28984.1,111163.1,124.4
2021/22,UNICA,ES,CANA DE ACUCAR,4238,4º LEV,4,46.5,2653.9,129.6,82179.0,31385.0,113564.0,125.9
2021/22,UNICA,GO,CANA DE ACUCAR,4238,1º LEV,1,960.9,73362.6,2438.6,1050874.7,3575226.4,4626101.1,142.6
2021/22,UNICA,GO,CANA DE ACUCAR,4238,2º LEV,2,967.7,74252.5,2469.3,1126780.0,3567073.0,4693853.0,142.9
2021/22,UNICA,GO,CANA DE ACUCAR,4238,3º LEV,3,957.0,71726.5,2332.1,1189968.0,3488636.0,4678604.0,145.7
2021/22,UNICA,GO,CANA DE ACUCAR,4238,4º LEV,4,962.9,71898.3,2297.5,1206631.0,3590325.0,4796956.0,147.6
2021/22,UNICA,MA,CANA DE ACUCAR,4238,1º LEV,1,34.6,2250.1,27.0,144965.5,13116.4,158081.9,136.2
2021/22,UNICA,MA,CANA DE ACUCAR,4238,2º LEV,2,28.8,2301.0,20.1,151356.0,9650.0,161006.0,132.4
2021/22,UNICA,MA,CANA DE ACUCAR,4238,3º LEV,3,28.6,2235.1,31.0,146844.4,10465.6,157310.0,138.4
2021/22,UNICA,MA,CANA DE ACUCAR,4238,4º LEV,4,28.6,2266.9,28.8,154101.0,9724.0,163825.0,140.6
2021/22,UNICA,MG,CANA DE ACUCAR,4238,1º LEV,1,868.7,71359.3,4513.9,1091475.8,1956422.8,3047898.6,139.8
2021/22,UNICA,MG,CANA DE ACUCAR,4238,2º LEV,2,849.1,67885.0,4343.7,1009944.8,1810282.2,2820227.0,138.5
2021/22,UNICA,MG,CANA DE ACUCAR,4238,3º LEV,3,871.3,64825.1,4082.2,1074624.4,1658235.9,2732860.2,138.6
2021/22,UNICA,MG,CANA DE ACUCAR,4238,4º LEV,4,846.5,63947.7,4145.2,1217235.0,1712721.0,2929956.0,146.9
2021/22,UNICA,MS,CANA DE ACUCAR,4238,1º LEV,1,646.1,48628.5,1322.4,577494.0,2387762.6,2965256.7,132.5
2021/22,UNICA,MS,CANA DE ACUCAR,4238,2º LEV,2,653.7,45848.0,1433.4,450259.7,2238353.8,2688613.4,132.7
2021/22,UNICA,MS,CANA DE ACUCAR,4238,3º LEV,3,653.7,45419.5,1490.0,781073.6,1813668.3,2594741.8,132.3
2021/22,UNICA,MS,CANA DE ACUCAR,4238,4º LEV,4,648.6,44180.3,1373.8,745093.0,1804472.0,2549565.0,131.5
2021/22,UNICA,MT,CANA DE ACUCAR,4238,1º LEV,1,202.3,15558.4,409.0,403570.3,670362.4,1073932.7,146.2
2021/22,UNICA,MT,CANA DE ACUCAR,4238,2º LEV,2,201.5,15268.5,417.3,407488.0,639192.0,1046680.0,146.6
2021/22,UNICA,MT,CANA DE ACUCAR,4238,3º LEV,3,197.6,15083.7,499.7,331122.6,536416.1,867538.7,133.7
2021/22,UNICA,MT,CANA DE ACUCAR,4238,4º LEV,4,195.2,15291.8,471.8,384239.0,627903.0,1012142.0,146.2
2021/22,UNICA,PA,CANA DE ACUCAR,4238,1º LEV,1,14.3,1141.6,62.8,35618.5,12390.9,48009.4,131.1
2021/22,UNICA,PA,CANA DE ACUCAR,4238,2º LEV,2,14.3,1278.7,66.5,43522.0,13963.0,57485.0,133.1
2021/22,UNICA,PA,CANA DE ACUCAR,4238,3º LEV,3,14.1,1239.8,66.5,43522.0,13963.0,57485.0,137.3
2021/22,UNICA,PA,CANA DE ACUCAR,4238,4º LEV,4,14.1,1239.8,66.5,43522.0,13963.0,57485.0,137.3
2021/22,UNICA,PB,CANA DE ACUCAR,4238,1º LEV,1,120.9,6502.9,133.9,242381.0,179674.0,422055.1,134.1
2021/22,UNICA,PB,CANA DE ACUCAR,4238,2º LEV,2,117.1,6206.8,92.0,227862.2,183121.8,410984.0,130.3
2021/22,UNICA,PB,CANA DE ACUCAR,4238,3º LEV,3,116.4,6117.0,125.0,227462.0,127775.0,355237.0,122.4
2021/22,UNICA,PB,CANA DE ACUCAR,4238,4º LEV,4,117.2,6081.3,132.5,242541.0,134293.0,376834.0,130.6
2021/22,UNICA,PE,CANA DE ACUCAR,4238,1º LEV,1,220.6,11970.2,928.4,128595.7,203121.2,331716.9,129.1
2021/22,UNICA,PE,CANA DE ACUCAR,4238,2º LEV,2,222.3,11806.1,844.9,130923.0,219738.0,350661.0,126.2
2021/22,UNICA,PE,CANA DE ACUCAR,4238,3º LEV,3,134.0,6913.6,574.0,47940.0,80258.0,128198.0,119.0
2021/22,UNICA,PE,CANA DE ACUCAR,4238,4º LEV,4,217.4,12647.7,798.8,134084.0,236208.0,370292.0,116.6
2021/22,UNICA,PI,CANA DE ACUCAR,4238,1º LEV,1,20.8,1246.1,85.5,33894.5,8477.6,42372.1,131.5
2021/22,UNICA,PI,CANA DE ACUCAR,4238,2º LEV,2,20.8,1265.1,88.8,35216.0,8804.0,44020.0,134.6
2021/22,UNICA,PI,CANA DE ACUCAR,4238,3º LEV,3,20.8,1418.8,99.5,28481.3,15043.2,43524.5,127.0
2021/22,UNICA,PI,CANA DE ACUCAR,4238,4º LEV,4,20.8,1468.8,100.6,35216.0,17487.0,52703.0,134.4
2021/22,UNICA,PR,CANA DE ACUCAR,4238,1º LEV,1,507.9,35027.0,2541.5,578792.3,736461.6,1315253.9,140.9
2021/22,UNICA,PR,CANA DE ACUCAR,4238,2º LEV,2,519.8,31860.8,2328.8,533659.0,631533.0,1165192.0,139.8
2021/22,UNICA,PR,CANA DE ACUCAR,4238,3º LEV,3,521.4,31930.5,2316.7,447133.4,561010.3,1008143.6,130.6
2021/22,UNICA,PR,CANA DE ACUCAR,4238,4º LEV,4,522.9,31961.6,2326.8,556241.6,592838.6,1149080.2,138.5
2021/22,UNICA,RJ,CANA DE ACUCAR,4238,1º LEV,1,32.4,1240.5,26.4,0.0,73417.6,73417.6,122.4
2021/22,UNICA,RJ,CANA DE ACUCAR,4238,2º LEV,2,32.5,2101.4,24.6,0.0,147394.0,147394.0,130.9
2021/22,UNICA,RJ,CANA DE ACUCAR,4238,3º LEV,3,33.8,1804.8,12.0,0.0,123400.0,123400.0,122.6
2021/22,UNICA,RJ,CANA DE ACUCAR,4238,4º LEV,4,33.7,1833.4,11.1,0.0,125587.0,125587.0,122.2
2021/22,UNICA,RN,CANA DE ACUCAR,4238,1º LEV,1,63.9,3125.7,187.1,31493.3,93366.0,124859.3,131.1
2021/22,UNICA,RN,CANA DE ACUCAR,4238,2º LEV,2,58.9,2673.0,174.5,29130.0,78160.0,107290.0,137.2
2021/22,UNICA,RN,CANA DE ACUCAR,4238,3º LEV,3,57.8,2579.6,173.9,31490.0,68663.0,100153.0,137.3
2021/22,UNICA,RN,CANA DE ACUCAR,4238,4º LEV,4,57.5,2538.4,141.9,27336.0,58262.0,85598.0,116.5
2021/22,UNICA,RS,CANA DE ACUCAR,4238,1º LEV,1,0.7,29.7,0.0,0.0,1635.5,1635.5,93.2
2021/22,UNICA,RS,CANA DE ACUCAR,4238,2º LEV,2,0.7,29.7,0.0,0.0,1635.5,1635.5,93.2
2021/22,UNICA,SE,CANA DE ACUCAR,4238,1º LEV,1,42.4,2459.3,121.2,21986.5,96380.7,118367.2,133.8
2021/22,UNICA,SE,CANA DE ACUCAR,4238,2º LEV,2,42.8,2439.8,116.7,21166.0,92784.0,113950.0,129.8
2021/22,UNICA,SE,CANA DE ACUCAR,4238,3º LEV,3,44.2,2357.4,118.0,21047.0,85962.0,107009.0,130.0
2021/22,UNICA,SE,CANA DE ACUCAR,4238,4º LEV,4,41.2,2205.1,97.4,19177.0,87672.0,106849.0,128.9
2021/22,UNICA,SP,CANA DE ACUCAR,4238,1º LEV,1,4266.4,326749.6,24381.2,5189543.6,6451503.9,11641047.4,139.7
